Hand_ID,Session_ID,Game_start,Game_duration,Hole_Card,Hand_Value,Winner,Pot,WinLoss,Leaderboard_points,Insurance
SG4544,4544,"June 25, 2021, 12:00:00 AM",01:00,10H/2D,Pair of As,Tanner Singh,0.46,0.52,0.53,0.32
SG4545,4545,"January 25, 2022, 12:00:00 AM",12:25,AD/3H,A High,Sabrina Sanders,0.13,0.95,0.39,0.8
SG4546,4546,"November 08, 2021, 12:00:00 AM",18:05,7H/6S,Pair of As,Kathryn Anderson,0.58,0.4,0.34,0.08
SG4547,4547,"February 19, 2022, 12:00:00 AM",15:20,4D/8S,8 High,Kathleen Morgan,0.33,0.09,0.61,0.1
SG4548,4548,"July 23, 2021, 12:00:00 AM",13:15,7H/10C,A High,Nicholas Evans,0.69,0.91,0.6,0.24
SG4549,4549,"January 05, 2022, 12:00:00 AM",03:15,10C/6D,10 High,Ashley Perry,0.57,0.21,0.02,0.09
SG4550,4550,"January 17, 2022, 12:00:00 AM",02:15,10S/9D,10 High,Amber Anthony,0.71,0.2,0.82,0.31
SG4551,4551,"February 20, 2022, 12:00:00 AM",14:25,4C/AD,10 High,Steven Mclaughlin,0.3,0.19,0.83,0.49
SG4552,4552,"September 24, 2021, 12:00:00 AM",00:30,2S/9C,10 High,Ms. Brenda Stevenson,0.53,0.3,0.36,0.2
SG4553,4553,"March 17, 2022, 12:00:00 AM",13:20,JS/JH,Pair of As,Jennifer Gamble,0.68,0.34,0.66,0.91
SG4554,4554,"May 10, 2022, 12:00:00 AM",15:25,AH/8S,10 High,Jennifer Brewer DDS,0.48,0.79,0.23,0.98
SG4555,4555,"June 14, 2021, 12:00:00 AM",15:40,9H/9H,Pair of As,Samuel Frederick,0.13,0.58,0.27,0.56
SG4556,4556,"November 24, 2021, 12:00:00 AM",10:35,KS/4H,Pair of 2s,Timothy Schaefer,0.82,0.43,0.11,0.01
SG4557,4557,"February 24, 2022, 12:00:00 AM",19:45,2D/7S,A High,Darryl Carey,0.86,0.01,0.7,0.74
SG4558,4558,"July 31, 2021, 12:00:00 AM",19:30,QD/AS,A High,Michael Mendez,0.79,0.8,0.2,0.62
SG4559,4559,"March 02, 2022, 12:00:00 AM",03:35,3H/8S,8 High,Robin Richards,0.65,0.03,0.05,0.9
SG4560,4560,"August 12, 2021, 12:00:00 AM",13:20,7S/9D,A High,Diana Green,0.21,0.93,0.64,0.95
SG4561,4561,"August 08, 2021, 12:00:00 AM",09:15,5D/6S,Pair of As,Vanessa Howe,0.56,0.14,0.86,0.4
SG4562,4562,"January 11, 2022, 12:00:00 AM",18:50,JS/7H,8 High,Christopher Cunningham,0.34,0.07,0.3,0.3
SG4563,4563,"September 29, 2021, 12:00:00 AM",10:15,9C/8C,8 High,Mrs. Tammy Yoder,0.25,0.09,0.8,0.12
SG4564,4564,"July 05, 2021, 12:00:00 AM",08:25,9D/6C,10 High,Angela Meyer,0.84,0.75,0.96,0.97
SG4565,4565,"March 29, 2022, 12:00:00 AM",03:10,KD/7H,A High,Rachel Schwartz,0.58,0.32,0.09,0.1
SG4566,4566,"September 20, 2021, 12:00:00 AM",22:50,KC/7S,Pair of 2s,Robert Martinez,0.12,0.33,0.93,0.84
SG4567,4567,"April 27, 2022, 12:00:00 AM",21:45,3H/KS,10 High,Joseph Scott,0.03,0.36,0.5,0.7
SG4568,4568,"May 16, 2022, 12:00:00 AM",00:00,7H/6D,Pair of As,Alicia Gonzalez,0.74,0.11,0.61,0.73
SG4569,4569,"January 15, 2022, 12:00:00 AM",21:05,10C/9H,A High,Jessica Martin,0.12,0.68,0.42,0.99
SG4570,4570,"August 29, 2021, 12:00:00 AM",16:30,8C/QD,Pair of As,Samuel Mitchell,0.87,0.01,0.15,0.96
SG4571,4571,"March 24, 2022, 12:00:00 AM",09:40,4S/7H,10 High,Randy Payne,0.86,0.77,0.51,0.14
SG4572,4572,"October 19, 2021, 12:00:00 AM",16:00,6H/JC,8 High,Don Clark,0.74,0.89,0.38,0.31
SG4573,4573,"December 21, 2021, 12:00:00 AM",10:55,5D/2C,Pair of As,Jaime Morales,0.87,0.93,0.93,0.26
SG4574,4574,"September 14, 2021, 12:00:00 AM",11:30,2H/7H,10 High,William Tran,0.7,0.35,0.1,0.3
SG4575,4575,"March 26, 2022, 12:00:00 AM",07:15,KS/6D,10 High,Claire Coleman,1.0,0.35,0.16,0.49
SG4576,4576,"April 28, 2022, 12:00:00 AM",05:15,QD/KS,Pair of As,Geoffrey Adams,0.14,0.26,0.91,0.02
SG4577,4577,"August 19, 2021, 12:00:00 AM",15:35,7S/2S,Pair of 2s,Brett Doyle,0.24,0.96,0.94,0.65
SG4578,4578,"December 08, 2021, 12:00:00 AM",17:10,8H/5D,10 High,Julie Edwards,0.57,0.02,0.9,0.7
SG4579,4579,"September 26, 2021, 12:00:00 AM",05:55,QH/QS,Pair of As,Sarah Rice,0.43,0.56,0.42,0.05
SG4580,4580,"June 02, 2022, 12:00:00 AM",03:30,6D/5D,A High,Douglas Baker,0.66,0.99,0.86,0.12
SG4581,4581,"May 02, 2022, 12:00:00 AM",07:25,QS/5S,10 High,Melissa Webb,0.73,0.4,0.02,0.77
SG4582,4582,"September 12, 2021, 12:00:00 AM",07:50,2S/AC,8 High,Gabrielle Walker,0.67,0.8,0.99,0.74
SG4583,4583,"March 15, 2022, 12:00:00 AM",08:15,6C/AC,8 High,James Cisneros,0.41,0.98,0.79,0.31
SG4584,4584,"August 04, 2021, 12:00:00 AM",01:05,10C/2H,10 High,Michelle Christensen,0.27,0.22,0.66,0.33
SG4585,4585,"September 30, 2021, 12:00:00 AM",03:35,4H/JD,Pair of As,Ashley Benton,0.21,0.27,0.48,0.17
SG4586,4586,"May 28, 2022, 12:00:00 AM",05:35,KC/3S,A High,Randy Adams,0.39,0.05,0.62,0.11
SG4587,4587,"July 12, 2021, 12:00:00 AM",19:15,QS/AH,8 High,Katie Richardson,0.31,0.24,0.41,0.67
SG4588,4588,"December 26, 2021, 12:00:00 AM",15:40,KH/8D,Pair of 2s,Susan Bell,0.46,0.6,0.48,0.05
SG4589,4589,"April 19, 2022, 12:00:00 AM",06:35,9C/JS,Pair of 2s,Nicole Wells,0.95,0.54,0.77,0.07
SG4590,4590,"April 02, 2022, 12:00:00 AM",17:40,9C/KC,Pair of 2s,Michael Davis,0.09,0.11,0.86,0.84
SG4591,4591,"May 13, 2022, 12:00:00 AM",13:35,7S/10S,A High,Ashley Gonzalez,0.49,0.37,0.8,0.71
SG4592,4592,"May 13, 2022, 12:00:00 AM",10:15,QS/4S,Pair of 2s,Michael Medina,0.17,0.91,0.45,0.42
SG4593,4593,"May 12, 2022, 12:00:00 AM",18:00,4S/8C,8 High,Billy Owens,0.02,0.51,0.63,0.95
SG4594,4594,"August 23, 2021, 12:00:00 AM",08:15,2S/10C,8 High,Tracy Cook,0.38,0.47,0.7,0.49
SG4595,4595,"December 26, 2021, 12:00:00 AM",10:50,5D/4C,A High,Lucas Larson,0.22,0.65,0.53,0.89
SG4596,4596,"August 24, 2021, 12:00:00 AM",13:50,2H/AS,Pair of 2s,Ashley Hall,0.52,0.13,0.91,0.39
SG4597,4597,"May 18, 2022, 12:00:00 AM",06:25,10S/5H,10 High,Ashley Gordon,0.02,0.34,0.85,0.07
SG4598,4598,"August 19, 2021, 12:00:00 AM",19:00,6H/6D,A High,Eileen Wright,0.96,0.09,0.41,0.48
SG4599,4599,"August 29, 2021, 12:00:00 AM",07:25,4S/AH,10 High,Pamela Williams,0.98,0.03,0.01,0.16
SG4600,4600,"November 16, 2021, 12:00:00 AM",15:50,AS/2H,8 High,Jill Black,0.27,0.28,0.33,0.96
SG4601,4601,"July 31, 2021, 12:00:00 AM",18:20,7C/2H,Pair of As,Lance Nelson,0.43,0.65,0.53,0.23
SG4602,4602,"March 20, 2022, 12:00:00 AM",06:20,5C/QH,8 High,Philip Vazquez,0.36,0.75,0.28,0.39
SG4603,4603,"June 02, 2022, 12:00:00 AM",14:40,AC/QC,10 High,Catherine Bailey,0.9,0.21,0.49,0.37
SG4604,4604,"January 22, 2022, 12:00:00 AM",07:30,4S/3D,Pair of As,Madison Flores,0.21,0.27,0.2,0.53
SG4605,4605,"December 24, 2021, 12:00:00 AM",06:10,6S/10D,Pair of 2s,Melanie Gonzalez,0.31,0.42,0.07,0.19
SG4606,4606,"October 26, 2021, 12:00:00 AM",19:10,4S/2D,8 High,Andrew Collier,0.71,0.13,0.59,0.12
SG4607,4607,"June 04, 2021, 12:00:00 AM",15:15,4D/QC,A High,Craig Gilmore,0.55,0.65,0.79,0.42
SG4608,4608,"August 20, 2021, 12:00:00 AM",04:25,9H/AD,10 High,Linda Hart,0.34,0.71,0.79,0.73
SG4609,4609,"March 11, 2022, 12:00:00 AM",05:05,10S/QS,10 High,Emily Chung,0.37,0.38,0.41,0.79
SG4610,4610,"April 02, 2022, 12:00:00 AM",20:40,3C/3H,Pair of As,Darren Gomez,0.82,0.92,0.19,0.92
SG4611,4611,"April 24, 2022, 12:00:00 AM",14:15,9D/4C,Pair of As,Joseph Johnson,0.17,0.72,0.45,0.22
SG4612,4612,"October 19, 2021, 12:00:00 AM",18:15,9H/6D,8 High,Larry Olson,0.3,0.99,0.74,0.92
SG4613,4613,"November 06, 2021, 12:00:00 AM",08:15,2H/8D,10 High,Jessica Smith,0.05,0.84,0.82,0.76
SG4614,4614,"May 06, 2022, 12:00:00 AM",18:20,7H/6S,8 High,Jasmine Kennedy,0.81,0.54,0.33,0.09
SG4615,4615,"July 22, 2021, 12:00:00 AM",08:15,JH/KC,Pair of 2s,Jeff Johnson,0.32,0.76,0.43,0.66
SG4616,4616,"October 27, 2021, 12:00:00 AM",08:05,AH/7S,8 High,Melissa Evans,0.29,0.85,0.13,0.56
SG4617,4617,"May 21, 2022, 12:00:00 AM",20:15,AH/5D,10 High,Stacy Martin,0.99,0.21,0.23,0.75
SG4618,4618,"December 27, 2021, 12:00:00 AM",21:00,JH/7S,A High,Rebecca Kennedy,0.65,0.83,0.82,0.26
SG4619,4619,"January 10, 2022, 12:00:00 AM",13:35,AH/10S,8 High,Olivia Brown,0.83,0.61,0.89,0.4
SG4620,4620,"November 03, 2021, 12:00:00 AM",04:30,AD/6S,8 High,Heidi Wilson,0.25,0.08,0.45,0.98
SG4621,4621,"March 09, 2022, 12:00:00 AM",02:05,5C/9D,Pair of As,Amy Roman,0.25,0.56,0.44,0.26
SG4622,4622,"August 29, 2021, 12:00:00 AM",03:40,6C/9H,Pair of As,Howard Roman,0.12,0.45,0.36,0.65
SG4623,4623,"July 11, 2021, 12:00:00 AM",17:25,2S/2C,A High,John Taylor,0.43,0.72,0.66,0.31
SG4624,4624,"November 27, 2021, 12:00:00 AM",13:25,4D/2S,Pair of 2s,Aaron Mckee,0.91,0.19,0.98,0.69
SG4625,4625,"October 18, 2021, 12:00:00 AM",13:05,3D/2H,10 High,Douglas Smith,0.01,0.88,0.16,0.46
SG4626,4626,"June 05, 2021, 12:00:00 AM",23:25,7H/10S,A High,Gary Schmidt,0.37,0.35,0.87,0.8
SG4627,4627,"December 17, 2021, 12:00:00 AM",00:35,QH/9H,Pair of 2s,Keith Cook,0.42,0.98,0.28,0.27
SG4628,4628,"August 05, 2021, 12:00:00 AM",10:15,2D/2C,Pair of As,Tiffany Wright,0.36,0.1,0.11,0.25
SG4629,4629,"December 10, 2021, 12:00:00 AM",05:40,AD/5S,A High,Blake Moody,0.98,0.74,0.35,0.3
SG4630,4630,"August 20, 2021, 12:00:00 AM",11:40,QD/JD,Pair of As,Anthony Anderson,0.55,1.0,0.53,0.77
SG4631,4631,"April 16, 2022, 12:00:00 AM",07:10,QC/10D,8 High,Raymond Brown,0.29,0.05,0.53,0.39
SG4632,4632,"June 30, 2021, 12:00:00 AM",21:45,5C/8D,A High,Matthew Martinez,0.33,0.15,0.01,0.99
SG4633,4633,"March 25, 2022, 12:00:00 AM",22:35,5D/7S,10 High,Steven Mitchell,0.23,0.53,0.83,0.07
SG4634,4634,"October 14, 2021, 12:00:00 AM",11:25,10S/QS,10 High,Jennifer Ware,0.6,0.8,0.47,0.53
SG4635,4635,"June 26, 2021, 12:00:00 AM",00:55,7C/10D,A High,Autumn Rodriguez,0.46,0.27,0.21,0.88
SG4636,4636,"May 17, 2022, 12:00:00 AM",17:00,3S/AH,10 High,Greg Perkins,0.8,0.41,0.2,0.38
SG4637,4637,"February 11, 2022, 12:00:00 AM",14:45,KH/8S,10 High,Kathy Serrano,0.45,1.0,0.22,0.85
SG4638,4638,"August 05, 2021, 12:00:00 AM",03:55,8S/9S,10 High,Donna Henry,0.48,0.09,0.05,0.95
SG4639,4639,"January 12, 2022, 12:00:00 AM",08:00,KD/8H,8 High,Tiffany Moore,0.11,0.78,0.71,0.86
SG4640,4640,"May 07, 2022, 12:00:00 AM",21:05,7C/3S,10 High,Thomas Hernandez,0.57,0.6,0.68,0.48
SG4641,4641,"January 27, 2022, 12:00:00 AM",03:20,9H/4S,A High,Brad Jacobson,0.65,0.94,0.16,0.41
SG4642,4642,"November 10, 2021, 12:00:00 AM",18:30,3H/5S,A High,Erin Campbell,0.4,0.46,0.14,0.09
SG4643,4643,"September 16, 2021, 12:00:00 AM",15:20,4D/JS,Pair of 2s,Rodney Rogers,0.67,0.46,0.7,0.57
SG4644,4644,"June 03, 2021, 12:00:00 AM",06:30,7S/JD,10 High,James Stanley,0.99,0.06,0.37,0.67
SG4645,4645,"May 12, 2022, 12:00:00 AM",05:20,8H/5C,Pair of As,Bradley Adams,0.71,0.95,0.25,0.23
SG4646,4646,"September 12, 2021, 12:00:00 AM",14:35,KC/4S,Pair of 2s,Lauren Cunningham,0.69,0.41,0.07,0.57
SG4647,4647,"April 15, 2022, 12:00:00 AM",07:35,QD/3D,10 High,William Phelps,0.68,0.12,0.55,0.27
SG4648,4648,"November 22, 2021, 12:00:00 AM",16:20,KC/QH,A High,Matthew Khan,0.04,0.11,0.66,0.26
SG4649,4649,"October 26, 2021, 12:00:00 AM",17:10,7D/4C,A High,Alexander Kramer,0.58,0.13,0.24,0.79
SG4650,4650,"March 12, 2022, 12:00:00 AM",15:10,AC/9S,Pair of As,Jennifer Franklin,0.46,0.51,0.55,0.17
SG4651,4651,"February 03, 2022, 12:00:00 AM",19:45,KC/AD,Pair of As,Jenny Robinson,0.84,0.88,0.51,0.68
SG4652,4652,"January 18, 2022, 12:00:00 AM",15:50,8D/8H,10 High,April Peck,0.33,0.98,0.58,0.53
SG4653,4653,"March 25, 2022, 12:00:00 AM",21:20,3S/10S,Pair of 2s,Edward Taylor,0.04,0.66,0.1,0.64
SG4654,4654,"September 18, 2021, 12:00:00 AM",05:10,7D/9S,A High,Alexandra Brown,0.66,0.67,0.06,0.78
SG4655,4655,"April 25, 2022, 12:00:00 AM",19:15,6D/10C,8 High,Sean Johnson,0.89,0.71,0.52,0.82
SG4656,4656,"August 19, 2021, 12:00:00 AM",17:20,3C/QC,Pair of As,Ashley Brooks,0.29,0.9,0.76,0.54
SG4657,4657,"November 17, 2021, 12:00:00 AM",11:40,AH/7H,Pair of 2s,Margaret Schwartz,0.91,0.4,0.58,0.57
SG4658,4658,"February 04, 2022, 12:00:00 AM",03:55,KD/4S,Pair of As,Amber Brooks,0.75,0.77,0.33,0.72
SG4659,4659,"February 07, 2022, 12:00:00 AM",11:40,KD/2C,A High,Sara Ruiz,0.9,0.91,0.49,0.24
SG4660,4660,"September 23, 2021, 12:00:00 AM",01:15,KD/7D,8 High,Marie Craig,0.03,0.78,0.23,0.87
SG4661,4661,"May 07, 2022, 12:00:00 AM",13:30,9D/3H,Pair of As,Cindy Hayes,0.57,0.85,0.87,0.72
SG4662,4662,"May 18, 2022, 12:00:00 AM",01:00,5C/9D,8 High,Alexa Crane,0.53,0.14,0.38,0.39
SG4663,4663,"January 19, 2022, 12:00:00 AM",11:30,10C/JD,Pair of 2s,Ana Holmes,0.56,0.43,0.09,0.67
SG4664,4664,"October 21, 2021, 12:00:00 AM",06:15,7S/2H,Pair of 2s,Shelby Peterson,0.73,0.19,0.77,0.59
SG4665,4665,"April 21, 2022, 12:00:00 AM",13:00,9S/JS,A High,Jesse Moses,0.62,0.74,0.96,0.6
SG4666,4666,"January 18, 2022, 12:00:00 AM",02:55,KS/AH,8 High,Dr. Amy Jones,0.79,0.94,0.24,0.94
SG4667,4667,"August 15, 2021, 12:00:00 AM",23:20,JC/KD,Pair of 2s,Michael Wilson,0.74,0.41,0.41,0.67
SG4668,4668,"March 05, 2022, 12:00:00 AM",07:15,QH/3S,A High,Sydney Burnett,0.3,0.0,0.94,0.82
SG4669,4669,"September 16, 2021, 12:00:00 AM",09:00,JC/7C,Pair of 2s,Yolanda Buck,0.96,0.19,0.12,0.45
SG4670,4670,"April 18, 2022, 12:00:00 AM",20:40,6S/4H,Pair of As,Amy Warren,0.25,0.1,0.73,0.79
SG4671,4671,"January 09, 2022, 12:00:00 AM",15:45,10H/JH,Pair of 2s,Todd Sims,0.02,0.28,0.41,0.57
SG4672,4672,"November 30, 2021, 12:00:00 AM",01:05,KD/9C,Pair of As,Kenneth Williams,0.08,0.78,0.21,0.81
SG4673,4673,"September 30, 2021, 12:00:00 AM",18:05,9C/JD,8 High,Jason Ellis,0.92,0.33,0.54,0.32
SG4674,4674,"December 21, 2021, 12:00:00 AM",21:50,JS/QH,Pair of As,Cheyenne Odom,0.5,0.91,0.99,0.4
SG4675,4675,"June 25, 2021, 12:00:00 AM",04:30,JC/8C,Pair of As,Zachary Griffin,0.77,0.37,0.04,0.95
SG4676,4676,"March 18, 2022, 12:00:00 AM",20:35,AD/8S,8 High,Rita Anderson,0.52,0.03,0.3,0.34
SG4677,4677,"October 22, 2021, 12:00:00 AM",03:20,JC/KS,8 High,Gina Booth,0.57,0.37,0.78,0.77
SG4678,4678,"August 22, 2021, 12:00:00 AM",07:45,KS/JS,Pair of 2s,Susan Conner,0.09,0.35,0.49,0.85
SG4679,4679,"December 30, 2021, 12:00:00 AM",06:30,JC/2D,Pair of As,Pamela Lee,0.25,0.42,0.28,0.42
SG4680,4680,"July 23, 2021, 12:00:00 AM",21:45,AD/JH,8 High,Luis Hill,0.13,0.62,0.66,0.73
SG4681,4681,"May 28, 2022, 12:00:00 AM",15:25,KC/9C,Pair of 2s,Michael Gonzalez,0.8,0.37,0.73,0.56
SG4682,4682,"March 09, 2022, 12:00:00 AM",10:05,KC/AS,Pair of 2s,Amy Carlson,0.45,0.18,0.28,0.89
SG4683,4683,"June 03, 2022, 12:00:00 AM",13:55,10S/8D,Pair of As,Kelly Brown,0.47,0.96,0.77,0.74
SG4684,4684,"April 01, 2022, 12:00:00 AM",17:00,KC/2S,Pair of 2s,Lori Lara,0.07,0.22,0.69,0.15
SG4685,4685,"February 09, 2022, 12:00:00 AM",19:05,3C/4H,10 High,Joseph Scott,0.76,0.64,0.04,0.1
SG4686,4686,"July 23, 2021, 12:00:00 AM",10:35,2S/2D,Pair of As,Rebecca Baker,0.21,0.66,0.89,0.38
SG4687,4687,"August 10, 2021, 12:00:00 AM",09:35,QS/9H,Pair of 2s,Renee Baker,0.03,0.88,0.11,0.67
SG4688,4688,"June 28, 2021, 12:00:00 AM",11:25,AS/KD,10 High,Robert Vasquez,0.89,0.14,0.92,0.27
SG4689,4689,"July 21, 2021, 12:00:00 AM",19:25,QS/KH,8 High,Tami Rodgers,0.06,0.22,0.13,0.08
SG4690,4690,"August 04, 2021, 12:00:00 AM",15:30,6H/9S,10 High,Luis Myers,0.04,0.33,0.95,0.81
SG4691,4691,"November 16, 2021, 12:00:00 AM",18:00,AD/2H,10 High,Andrew Young,0.19,0.42,0.37,0.5
SG4692,4692,"May 26, 2022, 12:00:00 AM",02:00,5H/AH,8 High,Seth Miranda,0.6,0.93,0.04,0.36
SG4693,4693,"July 03, 2021, 12:00:00 AM",16:50,9H/2S,Pair of 2s,Adam Brown,0.88,0.59,0.89,0.85
SG4694,4694,"May 20, 2022, 12:00:00 AM",06:40,8D/AS,8 High,Alan Perkins,0.22,0.33,0.58,0.5
SG4695,4695,"May 05, 2022, 12:00:00 AM",08:20,3C/8H,Pair of As,Larry Baker,0.71,0.49,0.73,0.54
SG4696,4696,"September 23, 2021, 12:00:00 AM",11:15,8S/6D,Pair of As,Destiny Brown,0.75,0.26,0.59,0.56
SG4697,4697,"August 19, 2021, 12:00:00 AM",05:15,AS/8C,Pair of As,Wendy Barnett,0.43,0.61,0.86,0.83
SG4698,4698,"February 17, 2022, 12:00:00 AM",15:30,4C/6H,8 High,Loretta Johnson,0.71,0.22,0.34,0.02
SG4699,4699,"May 31, 2022, 12:00:00 AM",20:05,5H/2C,A High,Krista Berry,0.54,0.84,0.86,0.63
SG4700,4700,"January 01, 2022, 12:00:00 AM",21:40,4D/8D,A High,Robert Cunningham,0.89,0.47,0.06,0.4
SG4701,4701,"December 27, 2021, 12:00:00 AM",23:15,4S/8C,8 High,Adrienne Thomas,0.44,0.57,0.61,0.89
SG4702,4702,"March 05, 2022, 12:00:00 AM",07:00,7D/6C,Pair of As,Maria Bryant,0.0,0.59,0.49,0.66
SG4703,4703,"February 08, 2022, 12:00:00 AM",07:30,AS/6S,A High,Jesse Anthony,0.5,0.48,0.54,0.2
SG4704,4704,"April 30, 2022, 12:00:00 AM",02:15,2C/4S,8 High,Tyler Morris,0.27,0.01,0.55,0.52
SG4705,4705,"January 08, 2022, 12:00:00 AM",20:30,7C/3D,Pair of As,Brian Smith,0.32,0.58,0.18,0.36
SG4706,4706,"May 25, 2022, 12:00:00 AM",23:35,7H/KD,10 High,Michael Buck,0.5,0.57,0.19,0.58
SG4707,4707,"April 24, 2022, 12:00:00 AM",22:10,4D/QD,8 High,Scott Cervantes,0.42,0.93,0.2,0.21
SG4708,4708,"February 12, 2022, 12:00:00 AM",13:15,9C/KD,8 High,Colleen Sawyer,0.56,0.11,0.32,0.85
SG4709,4709,"September 03, 2021, 12:00:00 AM",08:35,2H/5H,A High,Edward Thompson,0.98,0.64,0.48,0.54
SG4710,4710,"November 09, 2021, 12:00:00 AM",21:30,AD/4H,Pair of 2s,Jenna Hardin,0.69,0.95,0.64,0.04
SG4711,4711,"February 13, 2022, 12:00:00 AM",17:10,AS/QC,Pair of 2s,Scott Richards,0.31,0.34,0.72,0.22
SG4712,4712,"August 05, 2021, 12:00:00 AM",20:10,JC/KS,Pair of As,Maria Reyes,0.91,0.3,0.64,0.85
SG4713,4713,"May 23, 2022, 12:00:00 AM",12:45,6H/7H,10 High,Alison Montoya,0.36,0.0,0.09,0.18
SG4714,4714,"April 23, 2022, 12:00:00 AM",01:00,AH/JS,10 High,Garrett Rogers,0.11,0.12,0.07,0.55
SG4715,4715,"July 29, 2021, 12:00:00 AM",17:20,3H/10D,10 High,Sandra Hayes,0.23,0.3,0.72,0.09
SG4716,4716,"December 03, 2021, 12:00:00 AM",10:45,2S/AS,8 High,Julie Flores,0.87,0.69,0.21,0.38
SG4717,4717,"December 27, 2021, 12:00:00 AM",14:40,8D/QC,Pair of As,James Fernandez,0.96,0.89,0.88,0.78
SG4718,4718,"April 26, 2022, 12:00:00 AM",02:45,2S/JS,8 High,Michael Duffy,0.03,0.55,0.29,0.19
SG4719,4719,"October 16, 2021, 12:00:00 AM",21:55,4C/10D,Pair of 2s,Amy Ortiz,0.36,0.02,0.18,0.29
SG4720,4720,"January 25, 2022, 12:00:00 AM",06:05,7S/8S,A High,Christopher Patterson,0.88,0.09,0.16,0.22
SG4721,4721,"May 02, 2022, 12:00:00 AM",23:10,QS/QC,A High,David Russo,0.62,0.31,0.37,0.5
SG4722,4722,"December 08, 2021, 12:00:00 AM",11:35,QD/8S,Pair of 2s,Andrew Fisher,0.08,0.94,0.78,0.5
SG4723,4723,"February 21, 2022, 12:00:00 AM",01:20,10D/KC,A High,Evan Long,0.05,0.48,0.55,0.16
SG4724,4724,"December 14, 2021, 12:00:00 AM",05:00,2C/5S,8 High,Michael Martinez,0.55,0.14,0.99,0.63
SG4725,4725,"July 28, 2021, 12:00:00 AM",05:05,6D/QH,8 High,Jose Sampson,0.61,0.05,0.06,0.75
SG4726,4726,"April 19, 2022, 12:00:00 AM",05:35,4D/7C,10 High,Steven Romero,0.21,0.93,0.54,0.35
SG4727,4727,"April 23, 2022, 12:00:00 AM",17:40,2D/KC,Pair of As,James Shaw,0.11,0.03,0.95,0.48
SG4728,4728,"January 30, 2022, 12:00:00 AM",00:40,4C/3C,10 High,Joseph Warren,0.46,0.11,0.83,0.17
SG4729,4729,"September 08, 2021, 12:00:00 AM",15:20,AD/QD,8 High,Tammie Woods,0.11,0.51,0.34,0.22
SG4730,4730,"June 25, 2021, 12:00:00 AM",05:05,QC/8D,Pair of As,Eric Henderson,0.65,0.81,0.49,0.47
SG4731,4731,"August 10, 2021, 12:00:00 AM",21:55,6S/6H,Pair of As,Alyssa Rodriguez,0.76,0.44,0.52,0.55
SG4732,4732,"October 15, 2021, 12:00:00 AM",05:20,QH/QD,A High,Jose Williams,0.43,0.05,0.28,0.68
SG4733,4733,"April 20, 2022, 12:00:00 AM",18:10,AS/QS,Pair of As,Stacey Miller,0.41,0.35,0.33,0.57
SG4734,4734,"June 06, 2021, 12:00:00 AM",21:30,2S/6C,Pair of 2s,Lisa Mckee,0.42,0.09,0.23,1.0
SG4735,4735,"January 12, 2022, 12:00:00 AM",13:15,AH/9C,10 High,Jesse Escobar,0.65,0.01,0.55,0.24
SG4736,4736,"May 23, 2022, 12:00:00 AM",17:55,2S/JC,Pair of As,Ashley Wright,0.36,0.71,0.29,0.44
SG4737,4737,"January 15, 2022, 12:00:00 AM",02:45,9S/8S,10 High,Mariah Willis,0.27,0.09,0.57,0.66
SG4738,4738,"September 05, 2021, 12:00:00 AM",22:00,8S/JD,A High,Scott Martinez,0.85,0.66,0.32,0.26
SG4739,4739,"May 29, 2022, 12:00:00 AM",15:15,JH/7S,10 High,Jimmy Alvarado,0.7,0.28,0.9,0.33
SG4740,4740,"September 05, 2021, 12:00:00 AM",02:35,4D/5H,8 High,Robin Hayes,0.46,0.1,0.56,0.96
SG4741,4741,"June 07, 2021, 12:00:00 AM",08:30,4D/9H,10 High,James Scott,0.46,0.91,0.4,0.16
SG4742,4742,"January 12, 2022, 12:00:00 AM",18:55,9S/9H,10 High,Colleen Johnson,0.68,0.5,0.26,0.96
SG4743,4743,"September 09, 2021, 12:00:00 AM",21:10,3H/3D,10 High,Daniel Tucker,0.17,0.91,0.1,0.24
SG4744,4744,"March 10, 2022, 12:00:00 AM",14:15,8C/9C,10 High,Casey Vega,0.98,0.01,0.33,0.24
SG4745,4745,"April 12, 2022, 12:00:00 AM",05:35,5S/4C,A High,Janice Cuevas,0.33,0.47,0.79,0.17
SG4746,4746,"September 23, 2021, 12:00:00 AM",08:00,4D/6H,10 High,Christopher Wilson Jr.,0.02,0.6,0.69,0.62
SG4747,4747,"May 15, 2022, 12:00:00 AM",17:40,10C/9D,8 High,Cindy Price,0.59,0.48,0.67,0.23
SG4748,4748,"August 24, 2021, 12:00:00 AM",15:00,2C/6H,Pair of 2s,Chad Watson,0.96,0.75,0.96,0.29
SG4749,4749,"July 09, 2021, 12:00:00 AM",04:00,AS/JH,10 High,Veronica Lambert,0.47,0.98,0.42,0.59
SG4750,4750,"April 16, 2022, 12:00:00 AM",18:25,7S/JC,8 High,Samantha Haynes,0.96,0.66,0.13,0.72
SG4751,4751,"January 21, 2022, 12:00:00 AM",04:30,5C/4C,Pair of 2s,Mrs. Brittany Diaz,0.49,0.87,0.89,0.09
SG4752,4752,"June 01, 2022, 12:00:00 AM",17:50,8C/KD,8 High,Bradley Martinez,0.94,0.24,0.33,0.5
SG4753,4753,"August 02, 2021, 12:00:00 AM",23:05,9S/3D,A High,John Murphy,0.38,0.35,0.03,0.41
